日期,soya_bean_meal_future_price/share,rice_future_price,cron_future_price,W.CBT_price,broiler_chicken/500g,Black-bone_chicken,cock,,,Festival,,发布日期,broiler_chicken/500g,Black-bone_chicken,cock
2022-12-09,4426,3383,2818,734.25,7.3,12,14.5,,,,2022-08-22,2022-08-22,7.5,12,14.25
2022-12-12,4406,3372,2820,754.75,7.3,12,14.5,,,,2022-08-23,2022-08-23,7.5,12,14.25
2022-12-13,4364,3362,2818,750.75,7.3,12,14.5,,,,2022-08-24,2022-08-24,7.65,12,14.25
2022-12-14,4329,3364,2803,749.25,7.3,12,14.5,,,,2022-08-25,2022-08-25,7.65,12,14.25
2022-12-15,4268,3365,2790,757.25,7.3,12,14.5,,,,2022-08-26,2022-08-26,7.65,12,14.25
2022-12-16,4313,3364,2809,753.5,7.3,12,14.5,,,,#N/A,2022-08-27,7.65,12,14.25
2022-12-19,3724,3362,2800,748.5,7.3,12,14.5,,,,#N/A,2022-08-28,7.65,12,14.25
2022-12-20,3706,3360,2780,750.5,7.3,12,14.5,,,,2022-08-29,2022-08-29,7.65,12,14.25
2022-12-21,3755,3356,2742,767.75,7.3,12,14.5,,,,2022-08-30,2022-08-30,7.65,12,14.5
2022-12-22,3772,3360,2751,762.25,7.3,12,14.5,,,,2022-08-31,2022-08-31,7.65,12,14.5
2022-12-23,3775,3361,2750,776,7.3,12,14.5,,,,2022-09-01,2022-09-01,7.65,12,14.5
2022-12-26,3852,3363,2768,775.25,7.15,12,14.5,,,,2022-09-02,2022-09-02,7.65,12,14.5
2022-12-27,3890,3368,2780,774.5,7.15,12,14.5,,,,#N/A,2022-09-03,7.4,12,14.5
2022-12-28,3842,3373,2807,785.5,7.15,12,14.5,,,,#N/A,2022-09-04,7.4,12,14.5
2022-12-29,3867,3378,2817,774,7.15,12,14.5,,,,2022-09-05,2022-09-05,7.4,12,14.5
2022-12-30,3898,3369,2821,792,7,12,14.5,,,,2022-09-06,2022-09-06,7.4,12,14.5
2023-01-03,3942,3377,2830,775.5,7,12,14.5,,,,2022-09-07,2022-09-07,7.4,12,14.5
2023-01-04,3890,3367,2863,745.5,7,12,14.5,,,,2022-09-08,2022-09-08,7.4,12,14.5
2023-01-05,3843,3358,2872,746.75,7,12,14.5,,,,2022-09-09,2022-09-09,7.4,12,14.5
2023-01-06,3801,3364,2879,743.5,7,12,14.5,,,,#N/A,2022-09-10,7.4,12,14.5
2023-01-09,3811,3363,2887,741.5,7,12,14.5,,,中秋节,#N/A,2022-09-11,7.4,12,14.5
2023-01-10,3785,3345,2871,731,7,12,14.5,,,,#N/A,2022-09-12,7.4,12,14.5
2023-01-11,3796,3339,2867,740,7,12,14.5,,,,2022-09-13,2022-09-13,7.4,12,14.5
2023-01-12,3854,3338,2875,742.75,7,12,14.5,,,,2022-09-14,2022-09-14,7.4,12,14.5
2023-01-13,3896,3343,2884,743.75,7,12,14.5,,,,2022-09-15,2022-09-15,7.4,12,14.5
2023-01-16,3895,3349,2880,747.75,7,12,14.5,,,,2022-09-16,2022-09-16,7.4,12,14.5
2023-01-17,3879,3351,2883,751.75,7,12,14.5,,,,#N/A,2022-09-17,7.4,12,14.5
2023-01-18,3925,3356,2889,742.5,7,12,14.5,,,,#N/A,2022-09-18,7.4,12,14.5
2023-01-19,3897,3362,2883,734.5,7,12,14.5,,,,2022-09-19,2022-09-19,7.4,12,14.5
2023-01-20,3859,3363,2861,741.5,7,12,14.5,,,,2022-09-20,2022-09-20,7.4,12,14.5
2023-01-30,3884,3357,2890,752.5,7,12,14.5,,,,2022-09-21,2022-09-21,7.4,12,14.5
2023-01-31,3917,3343,2859,761.25,7,12,14.5,,,,2022-09-22,2022-09-22,7.4,12,14.5
2023-02-01,3884,3345,2829,759.75,7,12,14.5,,,,2022-09-23,2022-09-23,7.4,12,14.5
2023-02-02,3881,3369,2833,761,7,12,14.5,,,,#N/A,2022-09-24,7.4,12,14.5
2023-02-03,3870,3379,2834,756.75,7,12,14.5,,,,#N/A,2022-09-25,7.4,12,14.5
2023-02-06,3918,3384,2809,750.25,7,12,14.5,,,,2022-09-26,2022-09-26,7.5,12,14.5
2023-02-07,3880,3356,2791,749.75,7,12,14.5,,,,2022-09-27,2022-09-27,7.5,12,14.5
2023-02-08,3865,3359,2787,764.75,7,12,14.5,,,,2022-09-28,2022-09-28,7.5,12,14.5
2023-02-09,3852,3358,2772,757.25,7,12,14.5,,,,2022-09-29,2022-09-29,7.5,12,14.5
2023-02-10,3845,3381,2768,786,7,12,14.5,,,,2022-09-30,2022-09-30,7.65,12,14.5
2023-02-13,3885,3387,2790,792,7,12,14.5,,,,#N/A,2022-10-01,7.65,12,14.5
2023-02-14,3875,3377,2838,786,7,12,14.5,,,,#N/A,2022-10-02,7.65,12,14.5
2023-02-15,3855,3377,2850,769.25,7,12,14.5,,,,#N/A,2022-10-03,7.5,12,14.5
2023-02-16,3822,3373,2851,776.25,7,12,14.5,,,,#N/A,2022-10-04,7.5,12,14.5
2023-02-17,3826,3370,2858,776.25,7,12,14,,,国庆节,#N/A,2022-10-05,7.5,12,14.5
2023-02-20,3840,3364,2871,769.5,7,12,14,,,,#N/A,2022-10-06,7.5,12,14.5
2023-02-21,3861,3361,2873,762.75,7,12,14,,,,#N/A,2022-10-07,7.5,12,14.5
2023-02-22,3873,3357,2873,750,7,12,14,,,,#N/A,2022-10-08,7.5,12,14.5
2023-02-23,3851,3362,2871,750.5,7,12,14,,,,#N/A,2022-10-09,7.5,12,14.5
2023-02-24,3849,3353,2867,721.75,7,12,14,,,,2022-10-10,2022-10-10,7.5,12,14.5
2023-02-27,3830,3356,2848,710,7,12,14,,,,2022-10-11,2022-10-11,7.5,12,14.5
2023-02-28,3799,3356,2841,705.5,7,12,14,,,,2022-10-12,2022-10-12,7.5,12,14.5
2023-03-01,3752,3346,2848,710,7.15,12,14,,,,2022-10-13,2022-10-13,7.5,12,14.5
2023-03-02,3734,3345,2846,712.75,7.15,12,14,,,,2022-10-14,2022-10-14,7.5,12,14.5
2023-03-03,3756,3341,2842,708.75,7.3,12,14,,,,#N/A,2022-10-15,7.5,12,14.5
2023-03-06,3777,3339,2839,695.25,7.3,12,14,,,,#N/A,2022-10-16,7.3,12,14.5
2023-03-07,3807,3353,2841,698,7.3,12,14,,,,2022-10-17,2022-10-17,7.3,12,14.5
2023-03-08,3800,3350,2850,687.5,7.3,12,14,,,,2022-10-18,2022-10-18,7.3,12,14.5
2023-03-09,3812,3354,2842,665.75,7.3,12,14,,,,2022-10-19,2022-10-19,7.3,12,14.5
2023-03-10,3819,3344,2849,679.25,7.3,12,14,,,,2022-10-20,2022-10-20,7.3,12,14.5
2023-03-13,3792,3343,2835,684.5,7.3,13,14,,,,2022-10-21,2022-10-21,7.3,12,14.5
2023-03-14,3778,3342,2828,696.25,7.4,13,14,,,,#N/A,2022-10-22,7.3,12,14.5
2023-03-15,3763,3370,2834,702.75,7.4,13,14,,,,#N/A,2022-10-23,7.3,12,14.5
2023-03-16,3751,3378,2827,699,7.4,13,14,,,,2022-10-24,2022-10-24,7.3,12,14.5
2023-03-17,3730,3372,2832,710.5,7.4,13,14,,,,2022-10-25,2022-10-25,7.3,12,14.5
2023-03-20,3653,3341,2846,700.75,7.4,14,14,,,,2022-10-26,2022-10-26,7.3,12,14.5
2023-03-21,3626,3374,2807,683.25,7.4,14,14,,,,2022-10-27,2022-10-27,7.3,12,14.5
2023-03-22,3610,3378,2770,663.5,7.4,14,14,,,,2022-10-28,2022-10-28,7.3,12,14.5
2023-03-23,3559,3368,2771,662,7.4,14,14,,,,#N/A,2022-10-29,7.3,12,14.5
2023-03-24,3493,3367,2743,688.5,7.4,14,14,,,,#N/A,2022-10-30,7.3,12,14.5
2023-03-27,3499,3377,2722,698,7.4,14,14,,,,2022-10-31,2022-10-31,7.3,12,14.5
2023-03-28,3505,3378,2721,699.75,7.4,14,14,,,,2022-11-01,2022-11-01,7.3,12,14.5
2023-03-29,3547,3377,2742,704.75,7.4,14,14,,,,2022-11-02,2022-11-02,7.3,12,14.5
2023-03-30,3543,3374,2740,692.25,7.4,14,14,,,,2022-11-03,2022-11-03,7.3,12,14.5
2023-03-31,3526,3374,2724,692.25,7.4,14,14,,,,2022-11-04,2022-11-04,7.3,12,14.5
2023-04-03,3584,3369,2727,693.5,7.4,14,14,,,,#N/A,2022-11-05,7.3,12,14.5
2023-04-04,3656,3393,2721,691.5,7.4,14,14,,,,#N/A,2022-11-06,7.3,12,14.5
2023-04-06,3620,3394,2711,675.5,7.4,14,14,,,,2022-11-07,2022-11-07,7.3,12,14.5
2023-04-07,3559,3396,2713,677,7.4,14,11.5,,,,2022-11-08,2022-11-08,7.3,12,14.5
2023-04-10,3551,3395,2748,678.5,7.4,14,11,,,,2022-11-09,2022-11-09,7.3,12,14.5
2023-04-11,3549,3392,2766,674,7.4,14,11,,,,2022-11-10,2022-11-10,7.3,12,14.5
2023-04-12,3570,3385,2757,679.5,7.65,14,11,,,,2022-11-11,2022-11-11,7.3,12,14.5
2023-04-13,3585,3419,2754,667,7.65,14,11,,,,#N/A,2022-11-12,7.3,12,14.5
2023-04-14,3588,3441,2750,682.5,7.65,14,11,,,,#N/A,2022-11-13,7.3,12,14.5
2023-04-17,3535,3441,2740,696.5,7.65,14,11,,,,2022-11-14,2022-11-14,7.3,12,14.5
2023-04-18,3588,3444,2742,709.5,7.65,14,11,,,,2022-11-15,2022-11-15,7.3,12,14.5
2023-04-19,3533,3441,2740,692.75,7.65,14,11,,,,2022-11-16,2022-11-16,7.3,12,14.5
2023-04-20,3448,3423,2713,680,7.65,14,11,,,,2022-11-17,2022-11-17,7.3,12,14.5
2023-04-21,3434,3426,2691,673,7.65,14,11.5,,,,2022-11-18,2022-11-18,7.3,12,14.5
2023-04-24,3403,3428,2673,657,7.65,14,11.5,,,,#N/A,2022-11-19,7.3,12,14.5
2023-04-25,3413,3428,2665,653,7.65,14,11.5,,,,#N/A,2022-11-20,7.3,12,14.5
2023-04-26,3439,3432,2680,642,7.65,14,11.5,,,,2022-11-21,2022-11-21,7.3,12,14.5
2023-04-27,3457,3438,2673,629.25,7.65,14,11.5,,,,2022-11-22,2022-11-22,7.3,12,14.5
2023-04-28,3478,3427,2643,633.75,7.65,14,11.5,,,,2022-11-23,2022-11-23,7.3,12,14.5
2023-05-04,3479,3424,2616,645,7.65,14,11.5,,,,2022-11-24,2022-11-24,7.3,12,14.5
2023-05-05,3487,3405,2602,660.25,7.65,14,11.5,,,,2022-11-25,2022-11-25,7.3,12,14.5
2023-05-08,3540,3399,2614,654,7.65,14,11.5,,,,#N/A,2022-11-26,7.3,12,14.5
2023-05-09,3531,3392,2616,643.5,7.65,14,11.5,,,,#N/A,2022-11-27,7.3,12,14.5
2023-05-10,3490,3380,2568,641.25,7.65,14,11.5,,,,2022-11-28,2022-11-28,7.3,12,14.5
2023-05-11,3477,3371,2540,627.25,7.65,14,11.5,,,,2022-11-29,2022-11-29,7.3,12,14.5
2023-05-12,3509,3370,2523,635,7.65,14,11.5,,,,2022-11-30,2022-11-30,7.3,12,14.5
2023-05-15,3502,3371,2523,660.75,7.65,14,11.5,,,,2022-12-01,2022-12-01,7.3,12,14.5
2023-05-16,3537,3380,2545,647.5,7.5,14,11.5,,,,2022-12-02,2022-12-02,7.3,12,14.5
2023-05-17,3489,3384,2533,625.5,7.5,14,11.5,,,,#N/A,2022-12-03,7.3,12,14.5
2023-05-18,3476,3402,2540,611.75,7.5,14,11.5,,,,#N/A,2022-12-04,7.3,12,14.5
2023-05-19,3483,3408,2542,605,7.5,14,11.5,,,,2022-12-05,2022-12-05,7.3,12,14.5
2023-05-22,3443,3417,2563,606.25,7.5,14,11.5,,,,2022-12-06,2022-12-06,7.3,12,14.5
2023-05-23,3488,3437,2572,622.25,7.5,14,11.5,,,,2022-12-07,2022-12-07,7.3,12,14.5
2023-05-24,3469,3460,2568,606.25,7.5,14,11.5,,,,2022-12-08,2022-12-08,7.3,12,14.5
2023-05-25,3445,3479,2565,604.25,7.5,14,11.5,,,,2022-12-09,2022-12-09,7.3,12,14.5
2023-05-26,3428,3458,2600,616,7.5,14,11.5,,,,#N/A,2022-12-10,7.3,12,14.5
2023-05-29,3456,3484,2626,603.5,7.5,14,11.5,,,,#N/A,2022-12-11,7.3,12,14.5
2023-05-30,3420,3494,2619,591,7.5,14,11.5,,,,2022-12-12,2022-12-12,7.3,12,14.5
2023-05-31,3387,3491,2631,594.25,7.5,14,11.5,,,,2022-12-13,2022-12-13,7.3,12,14.5
2023-06-01,3409,3460,2639,610.75,7.5,14,11.5,,,,2022-12-14,2022-12-14,7.3,12,14.5
2023-06-02,3408,3444,2650,619,7.5,14,11.5,,,,2022-12-15,2022-12-15,7.3,12,14.5
2023-06-05,3470,3445,2662,624,7.5,14,11.5,,,,2022-12-16,2022-12-16,7.3,12,14.5
2023-06-06,3509,3440,2645,627.75,7.5,14,11.5,,,,#N/A,2022-12-17,7.3,12,14.5
2023-06-07,3490,3462,2638,616.75,7.5,14,11.5,,,,#N/A,2022-12-18,7.3,12,14.5
2023-06-08,3476,3462,2648,626.25,7.5,14,11.5,,,,2022-12-19,2022-12-19,7.3,12,14.5
2023-06-09,3488,3463,2656,630.25,7.5,14,11.5,,,,2022-12-20,2022-12-20,7.3,12,14.5
2023-06-12,3512,3466,2605,633.75,7.5,12.75,11.5,,,,2022-12-21,2022-12-21,7.3,12,14.5
2023-06-13,3513,3461,2589,636.25,7.5,12.75,11.5,,,,2022-12-22,2022-12-22,7.3,12,14.5
2023-06-14,3546,3468,2610,630.25,7.25,12.75,11.5,,,,2022-12-23,2022-12-23,7.3,12,14.5
2023-06-15,3559,3476,2627,661.5,7,12.75,11.5,,,,#N/A,2022-12-24,7.3,12,14.5
2023-06-16,3649,3476,2658,688,7,12.75,11.5,,,,#N/A,2022-12-25,7.15,12,14.5
2023-06-19,3700,3485,2679,691.875,7,12.75,11.5,,,,2022-12-26,2022-12-26,7.15,12,14.5
2023-06-20,3757,3462,2683,695.75,7,12.75,11.5,,,,2022-12-27,2022-12-27,7.15,12,14.5
2023-06-21,3783,3456,2683,734.5,7,12.75,11.5,,,,2022-12-28,2022-12-28,7.15,12,14.5
2023-06-26,3757,3458,2684,738.25,7,12.75,11.5,,,,2022-12-29,2022-12-29,7.15,12,14.5
2023-06-27,3769,3455,2714,699,7,12.75,11.5,,,,2022-12-30,2022-12-30,7,12,14.5
2023-06-28,3724,3545,2699,669.75,7,12.75,11.5,,,元旦节,#N/A,2022-12-31,7,12,14.5
2023-06-29,3715,3546,2709,667.5,7,12.75,11.5,,,,#N/A,2023-01-01,7,12,14.5
2023-06-30,3741,3525,2726,651,7,12.75,11.5,,,,#N/A,2023-01-02,7,12,14.5
2023-07-03,3893,3519,2718,641.75,7,12.75,11.5,,,,2023-01-03,2023-01-03,7,12,14.5
2023-07-04,3976,3513,2731,658,7,12.75,11.5,,,,2023-01-04,2023-01-04,7,12,14.5
2023-07-05,3986,3512,2767,674.25,7,12.75,11.5,,,,2023-01-05,2023-01-05,7,12,14.5
2023-07-06,3977,3512,2785,658,7,12.25,11.5,,,,2023-01-06,2023-01-06,7,12,14.5
2023-07-07,3967,3519,2788,649.5,7,12.25,11.5,,,,#N/A,2023-01-07,7,12,14.5
2023-07-10,3934,3514,2780,646.25,7,12.25,11.5,,,,#N/A,2023-01-08,7,12,14.5
2023-07-11,4010,3521,2770,660.5,7,12.25,11.5,,,,2023-01-09,2023-01-09,7,12,14.5
2023-07-12,4033,3517,2742,632.75,7,12.25,11.5,,,,2023-01-10,2023-01-10,7,12,14.5
2023-07-13,4025,3533,2741,639.75,7,12.25,11.5,,,,2023-01-11,2023-01-11,7,12,14.5
2023-07-14,4052,3556,2742,661.5,7,12.25,11.5,,,,2023-01-12,2023-01-12,7,12,14.5
2023-07-17,4062,3524,2752,653.75,7,12.25,11.5,,,,2023-01-13,2023-01-13,7,12,14.5
2023-07-18,4082,3519,2714,670.75,7,12.25,11.5,,,,#N/A,2023-01-14,7,12,14.5
2023-07-19,4137,3505,2720,727.75,7,12.25,11.5,,,,#N/A,2023-01-15,7,12,14.5
2023-07-20,4193,3495,2720,727,7,12.25,11.5,,,,2023-01-16,2023-01-16,7,12,14.5
2023-07-21,4159,3494,2703,697.5,7,12.25,11.5,,,,2023-01-17,2023-01-17,7,12,14.5
2023-07-24,4178,3494,2686,757.5,7,12.25,11.5,,,,2023-01-18,2023-01-18,7,12,14.5
2023-07-25,4216,3550,2687,760.25,7,12.25,11.5,,,,2023-01-19,2023-01-19,7,12,14.5
2023-07-26,4240,3542,2707,720,7,12.25,11.5,,,,2023-01-20,2023-01-20,7,12,14.5
2023-07-27,4324,3552,2695,712.75,7,12.25,11.5,,,春节,#N/A,2023-01-28,7,12,14.5
2023-07-28,4302,3552,2706,704.25,7,12.25,11.5,,,,#N/A,2023-01-29,7,12,14.5
2023-07-31,4237,3566,2712,665.75,7,12.25,11.5,,,,2023-01-30,2023-01-30,7,12,14.5
2023-08-01,4285,3553,2710,652.25,7,12.25,11.5,,,,2023-01-31,2023-01-31,7,12,14.5
2023-08-02,4322,3550,2705,640,7,12.25,11.5,,,,2023-02-01,2023-02-01,7,12,14.5
2023-08-03,4313,3549,2740,627,7,12.25,11.5,,,,2023-02-02,2023-02-02,7,12,14.5
2023-08-04,4337,3546,2754,633,7,12.25,11.5,,,,2023-02-03,2023-02-03,7,12,14.5
2023-08-07,4360,3582,2764,657.5,7,12.25,11.5,,,,#N/A,2023-02-04,7,12,14.5
2023-08-08,4362,3537,2779,656.25,7,12.25,11.5,,,,#N/A,2023-02-05,7,12,14.5
2023-08-09,4410,3521,2805,635,7.5,12.25,11.5,,,,2023-02-06,2023-02-06,7,12,14.5
2023-08-10,4444,3511,2799,637.75,7.5,12.25,11.5,,,,2023-02-07,2023-02-07,7,12,14.5
2023-08-11,4481,3499,2746,626.75,7.5,12.25,11.5,,,,2023-02-08,2023-02-08,7,12,14.5
2023-08-14,3841,3499,2704,616,7.5,12.25,11.5,,,,2023-02-09,2023-02-09,7,12,14.5
2023-08-15,3906,3510,2700,598.5,7.5,12.25,11.5,,,,2023-02-10,2023-02-10,7,12,14.5
2023-08-16,3887,3543,2666,623,7.5,12.25,11.5,,,,#N/A,2023-02-11,7,12,14.5
2023-08-17,3940,3554,2625,615.25,7.5,12.25,11.5,,,,#N/A,2023-02-12,7,12,14.5
2023-08-18,3982,3577,2643,639,7.4,12.25,11.5,,,,2023-02-13,2023-02-13,7,12,14.5
2023-08-21,4068,3594,2655,625.5,7.4,12.25,11.5,,,,2023-02-14,2023-02-14,7,12,14.5
2023-08-22,4037,3593,2649,627.5,7.4,12.25,11.5,,,,2023-02-15,2023-02-15,7,12,14.5
2023-08-23,3994,3599,2665,639.75,7.4,12.25,11.5,,,,2023-02-16,2023-02-16,7,12,14.5
2023-08-24,4002,3610,2682,631.75,7.4,12.25,11.5,,,,2023-02-17,2023-02-17,7,12,14
2023-08-25,4045,3617,2706,621.75,7.4,12.25,11.5,,,,#N/A,2023-02-18,7,12,14
2023-08-28,4133,3622,2702,617,7.4,12.25,11.5,,,,#N/A,2023-02-19,7,12,14
2023-08-29,4148,3628,2726,600.5,7.4,12.25,11.5,,,,2023-02-20,2023-02-20,7,12,14
2023-08-30,4134,3641,2724,607,7.4,12.25,11.5,,,,2023-02-21,2023-02-21,7,12,14
2023-08-31,4144,3656,2731,602,7.4,12.25,11.5,,,,2023-02-22,2023-02-22,7,12,14
2023-09-01,4109,3662,2719,595.5,7.4,12.25,11.5,,,,2023-02-23,2023-02-23,7,12,14
2023-09-04,4076,3675,2685,597.375,7.4,12.25,11.5,,,,2023-02-24,2023-02-24,7,12,14
2023-09-05,4076,3664,2683,599.25,7.4,12.25,11.5,,,,#N/A,2023-02-25,7,12,14
2023-09-06,4118,3633,2688,609,7.4,12.25,11.5,,,,#N/A,2023-02-26,7,12,14
2023-09-07,4144,3612,2689,599.75,7.4,12.25,11.5,,,,2023-02-27,2023-02-27,7,12,14
2023-09-08,4090,3591,2664,595.75,7.4,12,11.5,,,,2023-02-28,2023-02-28,7,12,14
2023-09-11,4098,3587,2667,584.5,7.4,12,11.5,,,,2023-03-01,2023-03-01,7.15,12,14
2023-09-12,4084,3588,2656,587.5,7.4,12,11.5,,,,2023-03-02,2023-03-02,7.15,12,14
2023-09-13,4004,3584,2646,597.25,7.4,12,11.5,,,,2023-03-03,2023-03-03,7.3,12,14
2023-09-14,3982,3579,2661,593.75,7.4,12,11.5,,,,#N/A,2023-03-04,7.3,12,14
2023-09-15,4026,3588,2679,604.25,7.4,12,11.5,,,,#N/A,2023-03-05,7.3,12,14
2023-09-18,4036,3582,2661,591.25,7.4,12,11.5,,,,2023-03-06,2023-03-06,7.3,12,14
2023-09-19,3972,3572,2641,584,7.4,12,11.5,,,,2023-03-07,2023-03-07,7.3,12,14
2023-09-20,3969,3567,2654,588.75,7.4,12,11.5,,,,2023-03-08,2023-03-08,7.3,12,14
2023-09-21,3960,3557,2650,575.75,7.4,12,11.5,,,,2023-03-09,2023-03-09,7.3,12,14
2023-09-22,3941,3554,2648,579.5,7.4,12,11.5,,,,2023-03-10,2023-03-10,7.3,12,14
2023-09-25,3944,3561,2635,589,7.4,12,11.5,,,,#N/A,2023-03-11,7.3,13,14
2023-09-26,3975,3562,2621,589,7.4,12,11.5,,,,#N/A,2023-03-12,7.3,13,14
2023-09-27,3979,3534,2602,579.5,7.4,12,11.5,,,,2023-03-13,2023-03-13,7.3,13,14
2023-09-28,4000,3533,2616,578.75,7.4,12,11.5,,,,2023-03-14,2023-03-14,7.4,13,14
2023-10-09,3890,3495,2589,572.75,7.25,12,11.5,,,,2023-03-15,2023-03-15,7.4,13,14
2023-10-10,3831,3498,2590,558.5,7.25,12,11.5,,,,2023-03-16,2023-03-16,7.4,13,14
2023-10-11,3800,3511,2532,556,7.25,12,11.5,,,,2023-03-17,2023-03-17,7.4,13,14
2023-10-12,3802,3539,2539,571.5,7.25,12,11.5,,,,#N/A,2023-03-18,7.4,13,14
2023-10-13,3856,3547,2537,579.75,7.25,12,11.5,,,,#N/A,2023-03-19,7.4,14,14
2023-10-16,3871,3541,2531,577.25,7.25,12,11.5,,,,2023-03-20,2023-03-20,7.4,14,14
2023-10-17,3888,3542,2511,570.5,7.25,12,11.5,,,,2023-03-21,2023-03-21,7.4,14,14
2023-10-18,3918,3539,2495,580.25,7.25,12,11.5,,,,2023-03-22,2023-03-22,7.4,14,14
2023-10-19,3896,3539,2502,594,7.25,12,12.5,,,,2023-03-23,2023-03-23,7.4,14,14
2023-10-20,3919,3539,2508,586,7.25,12,12.5,,,,2023-03-24,2023-03-24,7.4,14,14
2023-10-23,3903,3561,2510,587.25,7.25,12,12.5,,,,#N/A,2023-03-25,7.4,14,14
2023-10-24,3855,3567,2516,580.5,7.25,12,12.5,,,,#N/A,2023-03-26,7.4,14,14
2023-10-25,3898,3565,2522,568.5,7.25,12,12.5,,,,2023-03-27,2023-03-27,7.4,14,14
2023-10-26,3890,3565,2498,579.5,7.25,12,12.5,,,,2023-03-28,2023-03-28,7.4,14,14
2023-10-27,3923,3566,2506,575.5,7.25,12,12.5,,,,2023-03-29,2023-03-29,7.4,14,14
2023-10-30,3980,3558,2528,566,7.25,12,12.5,,,,2023-03-30,2023-03-30,7.4,14,14
2023-10-31,3940,3590,2534,556.25,7.25,12,12.5,,,,2023-03-31,2023-03-31,7.4,14,14
2023-11-01,3941,3596,2541,561.75,7.25,12,12.5,,,,#N/A,2023-04-01,7.4,14,14
2023-11-02,3983,3594,2544,565.5,7.25,12,12.5,,,,#N/A,2023-04-02,7.4,14,14
2023-11-03,4016,3589,2547,572.5,7.25,12,12.5,,,,2023-04-03,2023-04-03,7.4,14,14
2023-11-06,4082,3587,2563,575.75,7.25,12,12.5,,,,2023-04-04,2023-04-04,7.4,14,14
2023-11-07,4120,3571,2554,570.25,7.25,12,12.5,,,清明节,#N/A,2023-04-05,7.4,14,14
2023-11-08,4132,3540,2547,592.25,7.25,12,12.5,,,,2023-04-06,2023-04-06,7.4,14,14
2023-11-09,4130,3533,2549,580.75,7.25,12,12.5,,,,2023-04-07,2023-04-07,7.4,14,11.5
2023-11-10,4070,3538,2527,575.25,7.25,12,12.5,,,,#N/A,2023-04-08,7.4,14,11
